Price,Age_08_04,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar
6950,43,,,69,0,White,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
9500,38,,,90,0,Red,0,2000,4,4,5,210,1160,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
11950,40,,,90,1,Blue,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
7750,43,,,110,0,White,0,1600,3,4,5,197,1084,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
11950,40,,,69,1,Grey,0,1900,3,4,5,185,1105,0,1,3,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
4350,44,,,69,0,White,0,1800,5,4,5,64,1110,0,0,3,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
4750,44,,,69,1,Silver,0,1800,5,4,5,64,1110,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
11750,40,,,69,1,Red,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
13250,41,,,69,1,Blue,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
11950,37,,,110,1,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
11900,44,,,69,1,Silver,0,1900,5,4,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
14750,39,,,90,1,Blue,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
9950,42,,,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
11950,39,,,110,1,Blue,0,1600,5,4,5,197,1119,1,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
11495,44,,,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
11250,40,,,97,1,Red,0,1400,3,4,5,69,1025,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
10500,42,,,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
10450,35,,,69,1,Red,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
12950,43,,,69,1,Green,0,1900,5,4,5,185,1140,0,0,3,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0
11500,44,,,110,1,Black,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
12500,40,,,110,1,Silver,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
10950,43,,,97,0,Red,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
11450,41,,,110,0,Grey,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
11950,37,,,110,1,Green,0,1600,5,4,5,197,1121,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
13250,41,,,69,1,Black,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
14750,40,,,90,1,Grey,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
11790,34,,,110,1,Blue,1,1600,5,4,5,85,1105,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
11450,40,,,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
13500,33,,,90,1,Grey,0,2000,3,4,5,210,1170,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
10950,33,,,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
13500,33,,,69,0,Green,0,1900,3,4,5,185,1105,1,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0
10950,41,,,97,1,Silver,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10950,44,,,97,1,Black,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
12950,38,,,110,1,Black,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
11950,43,,,110,1,Blue,0,1600,5,4,5,85,1075,0,1,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
12450,44,,,110,1,Black,0,1600,5,4,5,163,1615,1,1,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
11950,40,,,110,1,Blue,0,1598,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1
14950,44,,,110,1,Red,0,1600,4,4,5,197,1067,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
12450,35,,,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
12950,38,,,110,1,Blue,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
11950,35,,,110,1,Blue,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
11690,34,,,97,1,Red,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
12450,42,,,110,1,Silver,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
12750,36,,,97,1,Green,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0
11925,44,,,97,0,Black,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12950,33,,,110,1,Green,0,1600,5,4,5,19,1075,1,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
11950,42,,,97,1,Blue,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
12900,41,,,110,1,Blue,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
11900,41,,,110,0,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11650,38,,,110,1,Blue,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10950,44,,,110,0,Red,0,1600,5,4,5,85,1075,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13950,35,,,69,1,Silver,0,1900,3,4,5,64,1110,1,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
13950,44,,,110,0,Grey,1,1600,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
11950,40,,,110,1,Green,0,1600,5,4,5,85,1080,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
10950,38,,,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12450,38,,,110,1,Black,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
11950,43,,,110,1,Grey,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
13500,33,,,90,1,Green,0,2000,3,4,5,210,1165,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
11690,33,,,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0
13500,39,,,110,1,Black,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
11950,42,,,110,0,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
12900,39,,,110,1,Blue,0,1600,4,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1
13500,43,,,110,1,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
11750,42,,,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11750,33,,,110,0,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0
10850,43,,,110,0,Blue,0,1600,4,4,5,69,1030,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11750,43,,,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
14950,42,,,110,1,Grey,1,1600,5,4,5,85,1105,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
9940,39,,,110,1,Green,0,1600,5,4,5,19,1075,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12900,42,,,110,0,Black,0,1600,5,4,5,85,1075,1,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
13500,38,,,110,1,Silver,0,1600,5,4,5,85,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
11750,44,,,97,1,Yellow,0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
11950,44,,,97,0,Black,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
13450,33,,,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
11950,41,,,97,1,Green,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
12495,39,,,110,1,Blue,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
13500,41,,,110,0,Green,0,1600,4,4,5,69,1030,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
12750,40,,,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
12000,39,,,97,1,Black,0,1400,5,4,5,85,1060,0,0,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
11950,38,,,110,1,Blue,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
12495,44,,,110,1,Red,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
12450,34,,,110,1,Black,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14750,40,,,90,1,Blue,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
10950,39,,,110,0,Red,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
13500,33,,,69,1,Grey,0,1900,3,4,5,185,1105,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
12950,38,,,110,1,Black,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
13500,35,,,69,1,Grey,0,1900,3,4,5,185,1105,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
13450,34,,,110,1,Blue,0,1600,4,4,5,69,1030,1,1,3,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
13500,43,,,110,1,Red,0,1600,5,4,5,85,1075,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11480,41,,,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
13450,39,,,97,1,Red,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
11495,39,,,110,0,Red,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
12750,43,,,97,0,Red,0,1400,5,4,5,69,1025,0,0,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
14990,38,,,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
12950,35,,,97,1,Green,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
12950,40,,,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1
12850,39,,,97,1,Blue,0,1400,5,4,5,19,1085,0,1,6,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
13950,40,,,110,1,Grey,1,1600,5,4,5,85,1105,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
11950,41,,,110,1,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
12950,39,,,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
11700,40,,,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9950,37,,,97,0,Red,0,1400,3,4,5,69,1025,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
11895,44,,,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
12950,43,,,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
12500,36,,,110,1,Green,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0
13875,39,,,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
10500,35,,,110,0,White,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
12295,33,,,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
13950,42,,,110,1,Silver,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
10950,38,,,110,0,Red,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12950,44,,,110,1,Green,0,1600,5,4,5,197,1103,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12850,40,,,110,1,Blue,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
13995,35,,,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
13750,39,,,110,1,Grey,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1
12750,37,,,110,1,Blue,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
12500,41,,,110,1,Green,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
13950,43,,,110,0,Blue,0,1600,3,4,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
11500,39,,,97,1,Grey,0,1398,3,4,5,69,1025,1,1,3,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
13950,44,,,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1
11895,41,39439,Petrol,97,0,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9950,44,39000,Petrol,97,1,Blue,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1
13500,42,38932,Petrol,110,1,Green,0,1600,3,4,5,69,1040,0,1,12,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
11450,37,38812,Petrol,97,0,Red,0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
12450,42,38665,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0
12950,40,38653,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
13995,44,38461,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
11750,42,38078,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11650,39,37782,Petrol,97,1,Red,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
9950,43,37576,Petrol,97,0,Grey,0,1400,3,4,5,69,1030,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
13950,41,37533,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
12950,44,37389,Petrol,110,1,Black,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
10950,38,37320,Petrol,97,1,Blue,0,1400,3,4,5,69,1025,0,1,3,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0
9900,42,37000,Petrol,97,1,Green,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
11950,44,37000,Petrol,110,0,Green,0,1600,4,4,5,19,1075,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11990,40,36566,Petrol,110,0,Red,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
10750,36,36269,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
13950,37,36074,Petrol,110,1,Silver,1,1600,5,4,5,19,1075,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0
11250,44,36066,Petrol,110,1,Black,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
12950,39,34599,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
11950,41,34000,Petrol,110,1,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1
10950,42,33623,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
12950,33,33591,Petrol,110,1,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
12950,35,33258,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1
11695,43,33113,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
11000,41,33000,Petrol,110,1,Silver,1,1600,5,4,6,19,1075,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
13950,35,32941,Petrol,110,1,Yellow,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
11950,38,32781,Petrol,110,0,Blue,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
11750,40,32532,Petrol,110,1,Black,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
12400,34,32431,Petrol,97,1,Silver,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
12500,35,32000,Petrol,110,0,Black,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12900,33,31000,Petrol,110,1,Silver,0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
12200,41,30989,Petrol,110,0,Green,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
12750,43,30742,Petrol,110,1,Silver,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
11950,42,30190,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11900,41,29716,Petrol,116,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
11950,44,29716,Petrol,110,1,Silver,1,1600,3,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
14950,42,29640,Petrol,110,0,Red,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
11950,41,29056,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
12950,33,28715,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
14950,41,28571,Petrol,110,0,Red,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
13450,40,28362,Petrol,110,1,Blue,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1
13750,38,28150,Petrol,110,1,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
12950,43,27301,Petrol,110,1,Grey,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
12750,33,27240,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
11895,39,27170,Petrol,97,1,Yellow,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
9950,42,27141,Petrol,97,1,Green,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12450,38,26262,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
12500,38,26000,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
14950,43,25228,Petrol,110,1,Blue,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0
13750,39,25062,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
12695,39,24723,Petrol,110,1,Green,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
14990,33,24650,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
12750,43,24553,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0
14350,41,24475,Petrol,110,1,Red,0,1600,5,4,5,69,1030,0,1,12,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12950,39,24444,Petrol,110,1,Blue,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
11500,35,24011,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11950,41,24000,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
13450,40,23616,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
12900,38,22865,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
10500,41,22780,Petrol,86,1,Green,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,,0,0
10950,35,21904,Petrol,97,0,Blue,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,,0,0
11950,41,21651,Petrol,97,0,Green,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,,0,0
11450,37,21500,Petrol,110,1,Red,0,1600,5,4,5,69,1030,1,0,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,1
13250,44,21027,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,,0,1
